userId,amPm,inputDt,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,startdt1,startdt,enddt1,enddt,inputdt1
113,am,07JAN20:08:54:00,4,0,4,3,4,,,,,,,,,,,,,,,,,,20200107
113,am,08JAN20:09:11:00,3,1,4,3,3,,,,,,,,,,,,,,,,,,20200108
113,am,09JAN20:09:36:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200109
113,am,10JAN20:08:41:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200110
113,am,11JAN20:09:08:00,3,0,4,3,4,,,,,,,,,,,,,,,,,,20200111
113,am,12JAN20:09:19:00,3,1,4,3,3,,,,,,,,,,,,,,,,,,20200112
113,am,14JAN20:09:03:00,3,1,4,3,4,,,,,,,,,,,,,,,,,,20200114
113,am,15JAN20:09:26:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200115
113,am,16JAN20:09:03:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200116
113,am,17JAN20:09:35:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200117
113,am,18JAN20:09:51:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200118
113,am,19JAN20:10:10:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200119
113,pm,02JAN20:23:19:00,,,,,,4,4,2,2,3,3,4,,,,,,,,,,,20200102
113,pm,03JAN20:23:29:00,,,,,,3,4,2,2,2,3,4,,,,,,,,,,,20200103
113,pm,05JAN20:23:31:00,,,,,,4,5,2,2,3,2,4,,,,,,,,,,,20200105
113,pm,06JAN20:23:44:00,,,,,,5,5,2,2,2,3,4,,,,,,,,,,,20200106
113,pm,07JAN20:23:44:00,,,,,,4,5,2,2,3,2,4,,,,,,,,,,,20200107
113,pm,08JAN20:23:52:00,,,,,,4,5,2,2,2,2,4,,,,,,,,,,,20200108
113,pm,09JAN20:23:36:00,,,,,,3,5,2,2,3,2,4,,,,,,,,,,,20200109
113,pm,10JAN20:23:38:00,,,,,,4,5,2,2,2,3,4,,,,,,,,,,,20200110
113,pm,11JAN20:23:42:00,,,,,,4,5,2,2,3,3,4,,,,,,,,,,,20200111
113,pm,12JAN20:23:35:00,,,,,,3,3,2,2,3,3,4,,,,,,,,,,,20200112
113,pm,13JAN20:23:25:00,,,,,,3,4,2,2,3,3,4,,,,,,,,,,,20200113
113,pm,14JAN20:23:23:00,,,,,,4,3,2,2,3,3,2,,,,,,,,,,,20200114
113,pm,15JAN20:23:29:00,,,,,,4,3,2,2,3,3,4,,,,,,,,,,,20200115
113,pm,16JAN20:23:21:00,,,,,,3,3,2,2,3,3,4,,,,,,,,,,,20200116
113,pm,17JAN20:23:52:00,,,,,,4,5,2,2,3,2,4,,,,,,,,,,,20200117
113,pm,18JAN20:23:42:00,,,,,,4,4,2,2,3,3,4,,,,,,,,,,,20200118
113,pm,19JAN20:23:31:00,,,,,,3,3,2,2,2,3,1,,,,,,,,,,,20200119
108,am,10DEC19:08:21:00,3,6,2,2,2,,,,,,,,,,,,,,,,,,20191210
108,am,11DEC19:09:13:00,3,6,4,3,3,,,,,,,,,,,,,,,,,,20191211
108,am,12DEC19:11:11:00,4,6,4,4,2,,,,,,,,,,,,,,,,,,20191212
108,am,13DEC19:11:23:00,2,0,4,1,2,,,,,,,,,,,,,,,,,,20191213
108,am,14DEC19:12:09:00,2,6,4,2,4,,,,,,,,,,,,,,,,,,20191214
108,am,15DEC19:11:39:00,3,5,4,3,4,,,,,,,,,,,,,,,,,,20191215
108,am,16DEC19:11:15:00,2,0,2,1,2,,,,,,,,,,,,,,,,,,20191216
108,am,17DEC19:14:01:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20191217
108,am,18DEC19:12:43:00,4,0,2,4,3,,,,,,,,,,,,,,,,,,20191218
108,am,19DEC19:11:40:00,3,5,4,2,3,,,,,,,,,,,,,,,,,,20191219
108,am,20DEC19:08:43:00,2,1,4,2,2,,,,,,,,,,,,,,,,,,20191220
108,am,21DEC19:08:43:00,3,5,2,2,3,,,,,,,,,,,,,,,,,,20191221
108,am,22DEC19:11:49:00,2,7,1,2,2,,,,,,,,,,,,,,,,,,20191222
108,am,23DEC19:09:06:00,3,6,4,2,3,,,,,,,,,,,,,,,,,,20191223
108,am,24DEC19:08:36:00,2,0,4,2,2,,,,,,,,,,,,,,,,,,20191224
108,pm,09DEC19:23:36:00,,,,,,2,3,1,2,3,3,2,,,c,1,b,1,,,,,20191209
108,pm,10DEC19:21:44:00,,,,,,2,1,1,1,2,3,4,,,c,1,,,,,,,20191210
108,pm,11DEC19:22:19:00,,,,,,2,4,2,3,1,2,4,,,,,,,,,,,20191211
108,pm,12DEC19:23:39:00,,,,,,4,4,2,4,2,4,2,,,c,1,,,,,,,20191212
108,pm,13DEC19:23:28:00,,,,,,3,4,2,4,3,3,4,,,c,1,,,,,,,20191213
108,pm,14DEC19:23:37:00,,,,,,3,2,1,4,2,2,4,coffee,1,,,,,,,,,20191214
108,pm,15DEC19:23:44:00,,,,,,3,2,1,4,3,3,4,,,c,1,,,,,,,20191215
108,pm,16DEC19:23:30:00,,,,,,4,4,2,4,3,4,2,,,c,1,,,,,,,20191216
108,pm,17DEC19:23:39:00,,,,,,3,4,2,4,2,2,4,,,c,1,,,,,,,20191217
108,pm,18DEC19:23:41:00,,,,,,3,5,2,4,3,2,3,,,c,2,,,,,,,20191218
108,pm,19DEC19:23:40:00,,,,,,1,1,2,4,3,2,1,,,c,1,,,,,,,20191219
108,pm,20DEC19:23:06:00,,,,,,5,5,2,4,1,3,4,,,c,1,,,,,,,20191220
108,pm,21DEC19:23:12:00,,,,,,5,5,2,4,3,3,4,,,c,1,,,,,,,20191221
108,pm,22DEC19:23:34:00,,,,,,4,5,2,4,3,2,2,,,c,1,,,,,,,20191222
108,pm,23DEC19:23:46:00,,,,,,4,2,2,4,3,3,4,,,c,1,,,,,,,20191223
119,am,22JAN20:08:29:00,5,0,4,4,4,,,,,,,,,,,,,,,,,,20200122
119,am,23JAN20:08:23:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200123
119,am,24JAN20:07:11:00,3,3,4,4,4,,,,,,,,,,,,,,,,,,20200124
119,am,25JAN20:08:23:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200125
119,am,26JAN20:07:37:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200126
119,am,27JAN20:07:39:00,4,0,4,5,5,,,,,,,,,,,,,,,,,,20200127
119,am,28JAN20:07:45:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200128
119,am,29JAN20:08:00:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200129
119,am,30JAN20:07:36:00,4,0,4,5,5,,,,,,,,,,,,,,,,,,20200130
119,am,31JAN20:07:29:00,5,0,4,5,4,,,,,,,,,,,,,,,,,,20200131
119,am,01FEB20:07:40:00,4,0,4,5,4,,,,,,,,,,,,,,,,,,20200201
119,am,02FEB20:07:28:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200202
119,am,03FEB20:08:21:00,4,0,4,5,4,,,,,,,,,,,,,,,,,,20200203
119,am,04FEB20:05:13:00,2,2,4,4,2,,,,,,,,,,,,,,,,,,20200204
119,am,05FEB20:08:00:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200205
119,pm,22JAN20:21:08:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200122
119,pm,23JAN20:21:11:00,,,,,,5,5,2,3,3,3,3,coffee,1,,,,,,,,,20200123
119,pm,24JAN20:20:55:00,,,,,,4,4,2,3,3,3,3,,,,,,,,,,,20200124
119,pm,25JAN20:21:44:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200125
119,pm,26JAN20:20:56:00,,,,,,5,4,2,3,3,3,4,,,,,,,,,,,20200126
119,pm,27JAN20:21:57:00,,,,,,5,4,2,3,3,3,4,,,,,,,,,,,20200127
119,pm,28JAN20:21:19:00,,,,,,3,4,2,3,3,3,4,,,,,,,,,,,20200128
119,pm,29JAN20:22:56:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200129
119,pm,31JAN20:22:01:00,,,,,,4,5,2,3,3,3,4,,,,,,,,,,,20200131
119,pm,01FEB20:21:05:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200201
119,pm,02FEB20:20:00:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200202
119,pm,03FEB20:21:45:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200203
119,pm,04FEB20:20:55:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200204
119,pm,05FEB20:21:11:00,,,,,,5,3,2,3,3,3,4,,,,,,,,,,,20200205
111,am,04DEC19:10:27:00,2,2,4,2,3,,,,,,,,,,,,,,,,,,20191204
111,am,05DEC19:07:44:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191205
111,am,06DEC19:07:08:00,2,5,4,1,1,,,,,,,,,,,,,,,,,,20191206
111,am,07DEC19:09:25:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20191207
111,am,08DEC19:09:19:00,2,0,4,2,2,,,,,,,,,,,,,,,,,,20191208
111,am,09DEC19:07:52:00,3,0,2,1,3,,,,,,,,,,,,,,,,,,20191209
111,am,10DEC19:10:08:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191210
111,am,11DEC19:08:47:00,4,0,4,2,2,,,,,,,,,,,,,,,,,,20191211
111,am,12DEC19:14:31:00,4,0,4,2,2,,,,,,,,,,,,,,,,,,20191212
111,am,13DEC19:11:03:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20191213
111,am,14DEC19:08:54:00,2,0,1,3,3,,,,,,,,,,,,,,,,,,20191214
111,am,15DEC19:09:25:00,2,0,2,1,3,,,,,,,,,,,,,,,,,,20191215
111,am,16DEC19:09:24:00,4,0,4,1,3,,,,,,,,,,,,,,,,,,20191216
111,am,17DEC19:08:40:00,2,0,2,1,2,,,,,,,,,,,,,,,,,,20191217
111,am,18DEC19:09:35:00,2,0,4,1,2,,,,,,,,,,,,,,,,,,20191218
111,am,19DEC19:09:17:00,4,0,4,1,2,,,,,,,,,,,,,,,,,,20191219
111,am,20DEC19:10:55:00,4,0,4,3,2,,,,,,,,,,,,,,,,,,20191220
111,pm,05DEC19:23:31:00,,,,,,2,3,1,2,2,2,2,coffee,1,,,s,2,,,,,20191205
111,pm,06DEC19:23:11:00,,,,,,4,2,2,4,3,3,4,coffee,1,,,,,,,,,20191206
111,pm,07DEC19:23:50:00,,,,,,4,2,2,4,3,3,4,coffee,1,,,s,2,,,,,20191207
111,pm,08DEC19:23:45:00,,,,,,3,2,2,4,3,4,4,coffee,1,c,1,,,,,,,20191208
111,pm,10DEC19:23:07:00,,,,,,3,1,2,4,3,3,4,coffee,1,,,,,,,,,20191210
111,pm,11DEC19:23:17:00,,,,,,3,2,2,4,3,3,4,coffee,1,,,,,,,,,20191211
111,pm,12DEC19:23:38:00,,,,,,2,2,2,4,3,3,4,coffee,1,,,,,,,,,20191212
111,pm,13DEC19:23:19:00,,,,,,2,1,2,3,3,4,4,,,,,,,,,,,20191213
111,pm,14DEC19:23:34:00,,,,,,3,2,2,4,3,3,4,coffee,1,,,,,,,,,20191214
111,pm,16DEC19:23:49:00,,,,,,2,2,2,4,3,4,4,coffee,1,,,,,,,,,20191216
111,pm,17DEC19:23:33:00,,,,,,2,2,2,3,4,3,4,coffee,1,,,,,,,,,20191217
111,pm,18DEC19:23:34:00,,,,,,2,1,2,4,4,3,4,coffee,1,,,,,,,,,20191218
106,am,29JAN20:07:18:00,5,0,4,5,3,,,,,,,,,,,,,,,,,,20200129
106,am,31JAN20:07:47:00,5,0,4,5,4,,,,,,,,,,,,,,,,,,20200131
106,am,01FEB20:10:50:00,5,0,4,4,4,,,,,,,,,,,,,,,,,,20200201
106,am,02FEB20:12:52:00,5,0,4,5,4,,,,,,,,,,,,,,,,,,20200202
106,am,03FEB20:06:37:00,5,0,4,4,5,,,,,,,,,,,,,,,,,,20200203
106,am,04FEB20:06:45:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200204
106,am,07FEB20:08:00:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200207
106,am,08FEB20:08:49:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200208
106,am,09FEB20:15:06:00,5,0,4,4,5,,,,,,,,,,,,,,,,,,20200209
106,am,10FEB20:07:48:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200210
106,am,11FEB20:11:30:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200211
106,am,15FEB20:07:55:00,4,2,4,4,4,,,,,,,,,,,,,,,,,,20200215
106,pm,01FEB20:04:05:00,,,,,,5,4,2,3,3,3,4,,,,,,,,,,,20200201
106,pm,02FEB20:04:12:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200202
106,pm,03FEB20:06:36:00,,,,,,5,5,1,3,3,3,4,,,,,s,3,,,,,20200203
106,pm,04FEB20:00:54:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200204
106,pm,07FEB20:01:19:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200207
106,pm,08FEB20:00:09:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200208
106,pm,09FEB20:00:20:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200209
106,pm,10FEB20:01:44:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200210
106,pm,15FEB20:02:09:00,,,,,,5,5,1,3,3,3,3,,,,,s,2,,,,,20200215
106,pm,16FEB20:01:40:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200216
102,am,09DEC19:11:09:00,3,1,4,3,3,,,,,,,,,,,,,,,,,,20191209
102,am,10DEC19:10:08:00,3,2,4,3,3,,,,,,,,,,,,,,,,,,20191210
102,am,11DEC19:10:14:00,3,1,2,4,3,,,,,,,,,,,,,,,,,,20191211
102,am,12DEC19:09:50:00,2,1,2,3,3,,,,,,,,,,,,,,,,,,20191212
102,am,13DEC19:11:02:00,4,1,4,3,4,,,,,,,,,,,,,,,,,,20191213
102,am,14DEC19:07:19:00,3,2,4,3,4,,,,,,,,,,,,,,,,,,20191214
102,am,15DEC19:09:10:00,4,2,4,2,2,,,,,,,,,,,,,,,,,,20191215
102,am,16DEC19:09:20:00,2,2,2,2,3,,,,,,,,,,,,,,,,,,20191216
102,am,17DEC19:11:27:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191217
102,am,18DEC19:11:21:00,4,7,1,3,3,,,,,,,,,,,,,,,,,,20191218
102,am,19DEC19:09:09:00,4,1,4,4,4,,,,,,,,,,,,,,,,,,20191219
102,am,20DEC19:11:49:00,4,0,2,3,4,,,,,,,,,,,,,,,,,,20191220
102,am,21DEC19:10:30:00,4,1,4,4,4,,,,,,,,,,,,,,,,,,20191221
102,am,22DEC19:10:02:00,4,1,4,3,3,,,,,,,,,,,,,,,,,,20191222
102,am,23DEC19:09:47:00,4,1,2,4,3,,,,,,,,,,,,,,,,,,20191223
102,am,24DEC19:09:15:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191224
102,pm,09DEC19:23:15:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191209
102,pm,10DEC19:22:43:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191210
102,pm,11DEC19:23:17:00,,,,,,4,4,2,4,3,3,4,,,c,1,,,,,,,20191211
102,pm,12DEC19:23:29:00,,,,,,4,4,2,4,2,3,4,,,c,1,,,,,,,20191212
102,pm,13DEC19:23:07:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20191213
102,pm,14DEC19:21:13:00,,,,,,4,4,1,4,3,3,4,,,c,1,,,,,,,20191214
102,pm,15DEC19:22:16:00,,,,,,4,5,1,3,3,3,3,,,,,,,,,,,20191215
102,pm,16DEC19:21:57:00,,,,,,4,4,2,4,3,3,4,,,c,1,,,,,,,20191216
102,pm,17DEC19:23:58:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191217
102,pm,18DEC19:23:24:00,,,,,,4,4,2,4,3,3,4,,,c,1,,,,,,,20191218
102,pm,20DEC19:23:52:00,,,,,,4,4,2,4,3,3,3,,,,,,,,,,,20191220
102,pm,21DEC19:22:38:00,,,,,,4,4,2,4,3,3,3,,,c,1,,,,,,,20191221
102,pm,22DEC19:22:33:00,,,,,,4,4,2,4,3,3,4,,,c,1,,,,,,,20191222
102,pm,23DEC19:23:46:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191223
109,am,06DEC19:08:10:00,2,0,4,4,5,,,,,,,,,,,,,,,,,,20191206
109,am,07DEC19:07:59:00,4,5,4,4,4,,,,,,,,,,,,,,,,,,20191207
109,am,08DEC19:08:02:00,3,0,4,2,3,,,,,,,,,,,,,,,,,,20191208
109,am,09DEC19:07:59:00,4,9,2,3,3,,,,,,,,,,,,,,,,,,20191209
109,am,14DEC19:11:47:00,4,0,4,3,4,,,,,,,,,,,,,,,,,,20191214
109,am,15DEC19:09:43:00,2,5,4,2,2,,,,,,,,,,,,,,,,,,20191215
109,am,16DEC19:08:06:00,2,5,4,2,2,,,,,,,,,,,,,,,,,,20191216
109,am,17DEC19:09:13:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191217
109,am,18DEC19:10:34:00,4,0,4,2,2,,,,,,,,,,,,,,,,,,20191218
109,am,20DEC19:11:02:00,5,9,4,5,5,,,,,,,,,,,,,,,,,,20191220
109,am,21DEC19:07:44:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191221
109,am,22DEC19:06:05:00,3,0,4,4,4,,,,,,,,,,,,,,,,,,20191222
109,pm,06DEC19:22:11:00,,,,,,4,4,1,4,3,3,4,,,c,1,,,,,,,20191206
109,pm,07DEC19:22:09:00,,,,,,3,2,1,4,2,3,4,tea,1,c,1,,,,,,,20191207
109,pm,08DEC19:21:20:00,,,,,,3,2,2,4,3,2,4,,,,,,,,,,,20191208
109,pm,14DEC19:23:49:00,,,,,,4,3,1,4,3,4,3,tea,1,c,1,,,,,,,20191214
109,pm,15DEC19:22:53:00,,,,,,2,1,2,4,2,2,4,,,c,1,,,,,,,20191215
109,pm,16DEC19:20:45:00,,,,,,2,2,2,4,2,3,4,,,,,,,,,,,20191216
109,pm,17DEC19:21:23:00,,,,,,2,1,2,4,4,3,4,,,,,,,,,,,20191217
109,pm,18DEC19:23:00:00,,,,,,2,1,1,4,4,3,4,,,,,,,,,,,20191218
109,pm,19DEC19:23:22:00,,,,,,5,4,2,4,1,2,4,,,,,,,,,,,20191219
109,pm,20DEC19:23:08:00,,,,,,4,4,2,4,3,2,4,,,,,,,,,,,20191220
109,pm,21DEC19:23:48:00,,,,,,4,4,2,4,3,4,4,,,,,,,,,,,20191221
109,pm,22DEC19:18:13:00,,,,,,4,4,2,3,1,1,4,,,,,,,,,,,20191222
107,am,27DEC19:07:04:00,2,5,4,2,3,,,,,,,,,,,,,,,,,,20191227
107,am,28DEC19:10:19:00,3,4,4,2,3,,,,,,,,,,,,,,,,,,20191228
107,am,29DEC19:11:28:00,5,4,4,2,4,,,,,,,,,,,,,,,,,,20191229
107,am,30DEC19:07:37:00,4,0,2,2,3,,,,,,,,,,,,,,,,,,20191230
107,am,31DEC19:07:01:00,4,4,4,2,3,,,,,,,,,,,,,,,,,,20191231
107,am,01JAN20:13:27:00,4,4,4,2,3,,,,,,,,,,,,,,,,,,20200101
107,am,02JAN20:07:02:00,4,4,4,2,4,,,,,,,,,,,,,,,,,,20200102
107,am,03JAN20:07:54:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200103
107,am,04JAN20:10:11:00,4,4,4,4,4,,,,,,,,,,,,,,,,,,20200104
107,am,05JAN20:11:02:00,4,4,3,3,4,,,,,,,,,,,,,,,,,,20200105
107,am,06JAN20:08:36:00,4,0,3,4,4,,,,,,,,,,,,,,,,,,20200106
107,am,07JAN20:07:26:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200107
107,am,08JAN20:08:03:00,3,5,4,3,3,,,,,,,,,,,,,,,,,,20200108
107,am,11JAN20:10:14:00,2,4,2,2,5,,,,,,,,,,,,,,,,,,20200111
107,am,12JAN20:13:11:00,2,4,3,2,4,,,,,,,,,,,,,,,,,,20200112
107,am,13JAN20:06:59:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200113
107,am,14JAN20:07:26:00,5,0,4,4,2,,,,,,,,,,,,,,,,,,20200114
107,am,15JAN20:07:21:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200115
107,am,16JAN20:08:37:00,4,5,4,2,2,,,,,,,,,,,,,,,,,,20200116
107,am,17JAN20:06:41:00,2,0,2,1,3,,,,,,,,,,,,,,,,,,20200117
107,pm,27DEC19:23:30:00,,,,,,4,3,2,4,3,3,4,coffee,2,c,1,b,1,,,,,20191227
107,pm,28DEC19:22:45:00,,,,,,4,4,1,4,3,3,3,,,c,1,b,1,,,,,20191228
107,pm,29DEC19:22:43:00,,,,,,3,3,2,4,3,3,4,,,c,1,,,,,,,20191229
107,pm,31DEC19:22:12:00,,,,,,4,4,2,4,3,3,4,,,t,1,,,,,,,20191231
107,pm,02JAN20:22:15:00,,,,,,5,4,2,3,2,3,4,coffee,2,,,,,,,,,20200102
107,pm,03JAN20:23:37:00,,,,,,3,2,2,3,3,3,4,,,,,,,,,,,20200103
107,pm,04JAN20:23:17:00,,,,,,5,4,2,4,3,3,3,,,c,1,b,1,,,,,20200104
107,pm,05JAN20:23:41:00,,,,,,4,4,2,3,3,3,3,,,c,2,,,,,,,20200105
107,pm,06JAN20:22:50:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200106
107,pm,07JAN20:22:27:00,,,,,,4,4,2,3,3,3,4,coffee,1,c,1,,,,,,,20200107
107,pm,08JAN20:22:26:00,,,,,,2,4,2,3,3,3,4,,,,,,,,,,,20200108
107,pm,11JAN20:22:57:00,,,,,,4,4,2,2,2,2,2,,,,,,,,,,,20200111
107,pm,13JAN20:00:00:00,,,,,,4,4,2,2,2,2,4,,,,,,,,,,,20200113
107,pm,14JAN20:23:56:00,,,,,,4,4,2,3,3,3,3,coffee,2,c,1,,,,,,,20200114
107,pm,15JAN20:22:14:00,,,,,,4,4,2,3,2,3,4,,,c,1,,,,,,,20200115
107,pm,16JAN20:23:27:00,,,,,,4,4,2,3,3,3,3,,,c,1,,,,,,,20200116
118,am,25JAN20:08:37:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200125
118,am,25JAN20:10:35:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200125
118,am,27JAN20:10:47:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200127
118,am,28JAN20:05:05:00,3,2,4,3,2,,,,,,,,,,,,,,,,,,20200128
118,am,29JAN20:08:10:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20200129
118,am,30JAN20:09:21:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200130
118,am,31JAN20:08:32:00,3,0,2,1,2,,,,,,,,,,,,,,,,,,20200131
118,am,01FEB20:09:13:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200201
118,am,02FEB20:09:13:00,3,0,4,3,3,,,,,,,,,,,,,,,,,,20200202
118,am,03FEB20:08:09:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20200203
118,am,04FEB20:10:35:00,4,0,2,3,3,,,,,,,,,,,,,,,,,,20200204
118,am,05FEB20:05:06:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200205
118,am,06FEB20:06:54:00,4,0,2,3,3,,,,,,,,,,,,,,,,,,20200206
118,am,09FEB20:08:59:00,4,0,2,3,3,,,,,,,,,,,,,,,,,,20200209
118,am,10FEB20:06:31:00,3,9,2,3,2,,,,,,,,,,,,,,,,,,20200210
118,am,11FEB20:07:02:00,2,9,4,2,1,,,,,,,,,,,,,,,,,,20200211
118,am,12FEB20:06:35:00,2,9,4,3,3,,,,,,,,,,,,,,,,,,20200212
118,am,13FEB20:07:02:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20200213
118,am,14FEB20:06:39:00,4,0,2,4,3,,,,,,,,,,,,,,,,,,20200214
118,am,15FEB20:10:11:00,2,0,4,2,3,,,,,,,,,,,,,,,,,,20200215
118,am,16FEB20:06:37:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20200216
118,pm,25JAN20:19:11:00,,,,,,4,3,2,3,3,3,3,,,,,s,1,,,,,20200125
118,pm,27JAN20:21:51:00,,,,,,4,3,2,3,3,3,4,,,c,2,,,,,,,20200127
118,pm,28JAN20:23:15:00,,,,,,4,2,2,3,3,3,4,,,c,1,b,1,,,,,20200128
118,pm,30JAN20:21:17:00,,,,,,4,1,1,3,3,3,3,coffee,3,,,,,,,,,20200130
118,pm,31JAN20:23:30:00,,,,,,3,3,2,3,3,3,3,coffee,3,,,s,1,,,,,20200131
118,pm,01FEB20:23:06:00,,,,,,4,4,2,3,3,3,4,,,c,1,,,,,,,20200201
118,pm,02FEB20:21:07:00,,,,,,4,4,2,3,3,3,3,coffee,1,c,1,,,,,,,20200202
118,pm,03FEB20:18:47:00,,,,,,3,3,2,3,3,3,4,,,,,,,,,,,20200203
118,pm,04FEB20:22:44:00,,,,,,3,1,1,3,3,3,4,,,c,1,,,,,,,20200204
118,pm,06FEB20:23:56:00,,,,,,3,2,2,3,3,3,3,coffee,3,c,2,,,,,,,20200206
118,pm,09FEB20:23:06:00,,,,,,3,1,2,3,3,3,4,,,c,1,b,1,,,,,20200209
118,pm,10FEB20:22:44:00,,,,,,2,1,2,3,3,3,4,,,c,1,b,1,,,,,20200210
118,pm,11FEB20:23:15:00,,,,,,4,3,2,3,3,3,4,,,,,,,,,,,20200211
118,pm,12FEB20:23:26:00,,,,,,3,2,2,3,3,3,4,coffee,1,c,1,,,,,,,20200212
118,pm,13FEB20:21:35:00,,,,,,3,3,2,3,3,3,4,,,c,1,,,,,,,20200213
118,pm,14FEB20:22:05:00,,,,,,4,3,2,3,3,3,4,,,,,b,2,,,,,20200214
118,pm,15FEB20:21:02:00,,,,,,3,3,2,3,3,3,4,,,,,b,1,,,,,20200215
118,pm,16FEB20:21:45:00,,,,,,3,3,2,3,3,3,4,,,c,1,,,,,,,20200216
112,am,10DEC19:08:56:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20191210
112,am,12DEC19:08:49:00,4,2,4,4,4,,,,,,,,,,,,,,,,,,20191212
112,am,13DEC19:08:58:00,2,2,4,1,1,,,,,,,,,,,,,,,,,,20191213
112,am,14DEC19:12:05:00,3,0,4,4,4,,,,,,,,,,,,,,,,,,20191214
112,am,15DEC19:12:36:00,3,0,4,3,4,,,,,,,,,,,,,,,,,,20191215
112,am,16DEC19:08:46:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20191216
112,am,17DEC19:08:50:00,1,2,2,2,2,,,,,,,,,,,,,,,,,,20191217
112,am,18DEC19:08:30:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191218
112,am,19DEC19:08:53:00,2,2,4,2,2,,,,,,,,,,,,,,,,,,20191219
112,am,20DEC19:11:13:00,4,2,4,4,4,,,,,,,,,,,,,,,,,,20191220
112,am,21DEC19:13:56:00,2,0,4,1,1,,,,,,,,,,,,,,,,,,20191221
112,am,22DEC19:13:18:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191222
112,am,23DEC19:12:43:00,3,0,4,4,4,,,,,,,,,,,,,,,,,,20191223
112,am,24DEC19:13:10:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191224
