userId,amPm,inputDt,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount
119,am,2020-01-25 8:23,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-26 7:37,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-27 7:39,4,0,4,5,5,,,,,,,,,,,,,
119,am,2020-01-28 7:45,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-29 8:00,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-30 7:36,4,0,4,5,5,,,,,,,,,,,,,
119,am,2020-01-31 7:29,5,0,4,5,4,,,,,,,,,,,,,
119,am,2020-02-01 7:40,4,0,4,5,4,,,,,,,,,,,,,
119,am,2020-02-02 7:28,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-02-03 8:21,4,0,4,5,4,,,,,,,,,,,,,
119,am,2020-02-04 5:13,2,2,4,4,2,,,,,,,,,,,,,
119,am,2020-02-05 8:00,4,0,4,4,4,,,,,,,,,,,,,
119,pm,2020-01-22 21:08,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-01-23 21:11,,,,,,5,5,2,3,3,3,3,coffee,1,,,,
119,pm,2020-01-24 20:55,,,,,,4,4,2,3,3,3,3,,,,,,
119,pm,2020-01-25 21:44,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-01-26 20:56,,,,,,5,4,2,3,3,3,4,,,,,,
119,pm,2020-01-27 21:57,,,,,,5,4,2,3,3,3,4,,,,,,
119,pm,2020-01-28 21:19,,,,,,3,4,2,3,3,3,4,,,,,,
119,pm,2020-01-29 22:56,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-01-31 22:01,,,,,,4,5,2,3,3,3,4,,,,,,
119,pm,2020-02-01 21:05,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-02-02 20:00,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-02-03 21:45,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-02-04 20:55,,,,,,4,4,2,3,3,3,4,,,,,,
119,pm,2020-02-05 21:11,,,,,,5,3,2,3,3,3,4,,,,,,
111,am,2019-12-04 10:27,2,2,4,2,3,,,,,,,,,,,,,
111,am,2019-12-05 7:44,4,0,4,2,3,,,,,,,,,,,,,
111,am,2019-12-06 7:08,2,5,4,1,1,,,,,,,,,,,,,
111,am,2019-12-07 9:25,4,0,4,4,3,,,,,,,,,,,,,
111,am,2019-12-08 9:19,2,0,4,2,2,,,,,,,,,,,,,
111,am,2019-12-09 7:52,3,0,2,1,3,,,,,,,,,,,,,
111,am,2019-12-10 10:08,4,0,2,4,4,,,,,,,,,,,,,
111,am,2019-12-11 8:47,4,0,4,2,2,,,,,,,,,,,,,
111,am,2019-12-12 14:31,4,0,4,2,2,,,,,,,,,,,,,
111,am,2019-12-13 11:03,3,0,4,2,2,,,,,,,,,,,,,
111,am,2019-12-14 8:54,2,0,1,3,3,,,,,,,,,,,,,
111,am,2019-12-15 9:25,2,0,2,1,3,,,,,,,,,,,,,
111,am,2019-12-16 9:24,4,0,4,1,3,,,,,,,,,,,,,
111,am,2019-12-17 8:40,2,0,2,1,2,,,,,,,,,,,,,
111,am,2019-12-18 9:35,2,0,4,1,2,,,,,,,,,,,,,
111,am,2019-12-19 9:17,4,0,4,1,2,,,,,,,,,,,,,
111,am,2019-12-20 10:55,4,0,4,3,2,,,,,,,,,,,,,
111,pm,2019-12-05 23:31,,,,,,2,3,1,2,2,2,2,coffee,1,,,soju,2
111,pm,2019-12-06 23:11,,,,,,4,2,2,4,3,3,4,coffee,1,,,,
111,pm,2019-12-07 23:50,,,,,,4,2,2,4,3,3,4,coffee,1,,,soju&beer,2
111,pm,2019-12-08 23:45,,,,,,3,2,2,4,3,4,4,coffee,1,coffee,1,,
111,pm,2019-12-10 23:07,,,,,,3,1,2,4,3,3,4,coffee,1,,,,
111,pm,2019-12-11 23:17,,,,,,3,2,2,4,3,3,4,coffee,1,,,,
111,pm,2019-12-12 23:38,,,,,,2,2,2,4,3,3,4,coffee,1,,,,
111,pm,2019-12-13 23:19,,,,,,2,1,2,3,3,4,4,,,,,,
111,pm,2019-12-14 23:34,,,,,,3,2,2,4,3,3,4,coffee,1,,,,
111,pm,2019-12-16 23:49,,,,,,2,2,2,4,3,4,4,coffee,1,,,,
111,pm,2019-12-17 23:33,,,,,,2,2,2,3,4,3,4,coffee,1,,,,
111,pm,2019-12-18 23:34,,,,,,2,1,2,4,4,3,4,coffee,1,,,,
106,am,2020-01-29 7:18,5,0,4,5,3,,,,,,,,,,,,,
106,am,2020-01-31 7:47,5,0,4,5,4,,,,,,,,,,,,,
106,am,2020-02-01 10:50,5,0,4,4,4,,,,,,,,,,,,,
106,am,2020-02-02 12:52,5,0,4,5,4,,,,,,,,,,,,,
106,am,2020-02-03 6:37,5,0,4,4,5,,,,,,,,,,,,,
106,am,2020-02-04 6:45,5,0,4,5,5,,,,,,,,,,,,,
106,am,2020-02-07 8:00,5,0,4,5,5,,,,,,,,,,,,,
106,am,2020-02-08 8:49,5,0,4,5,5,,,,,,,,,,,,,
106,am,2020-02-09 15:06,5,0,4,4,5,,,,,,,,,,,,,
106,am,2020-02-10 7:48,5,0,4,5,5,,,,,,,,,,,,,
106,am,2020-02-11 11:30,5,0,4,5,5,,,,,,,,,,,,,
106,am,2020-02-15 7:55,4,2,4,4,4,,,,,,,,,,,,,
106,pm,2020-02-01 4:05,,,,,,5,4,2,3,3,3,4,,,,,,
106,pm,2020-02-02 4:12,,,,,,5,5,2,3,3,3,4,,,,,,
106,pm,2020-02-03 6:36,,,,,,5,5,1,3,3,3,4,,,,,soju,3
106,pm,2020-02-04 0:54,,,,,,5,5,2,3,3,3,4,,,,,,
106,pm,2020-02-07 1:19,,,,,,5,5,2,3,3,3,3,,,,,,
106,pm,2020-02-08 0:09,,,,,,5,5,2,3,3,3,4,,,,,,
106,pm,2020-02-09 0:20,,,,,,5,5,2,3,3,3,4,,,,,,
106,pm,2020-02-10 1:44,,,,,,5,5,2,3,3,3,4,,,,,,
106,pm,2020-02-15 2:09,,,,,,5,5,1,3,3,3,3,,,,,soju,2
106,pm,2020-02-16 1:40,,,,,,5,5,2,3,3,3,4,,,,,,
102,am,2019-12-09 11:09,3,1,4,3,3,,,,,,,,,,,,,
102,am,2019-12-10 10:08,3,2,4,3,3,,,,,,,,,,,,,
102,am,2019-12-11 10:14,3,1,2,4,3,,,,,,,,,,,,,
102,am,2019-12-12 9:50,2,1,2,3,3,,,,,,,,,,,,,
102,am,2019-12-13 11:02,4,1,4,3,4,,,,,,,,,,,,,
102,am,2019-12-14 7:19,3,2,4,3,4,,,,,,,,,,,,,
102,am,2019-12-15 9:10,4,2,4,2,2,,,,,,,,,,,,,
102,am,2019-12-16 9:20,2,2,2,2,3,,,,,,,,,,,,,
102,am,2019-12-17 11:27,4,0,2,4,4,,,,,,,,,,,,,
102,am,2019-12-18 11:21,4,7,1,3,3,,,,,,,,,,,,,
102,am,2019-12-19 9:09,4,1,4,4,4,,,,,,,,,,,,,
102,am,2019-12-20 11:49,4,0,2,3,4,,,,,,,,,,,,,
102,am,2019-12-21 10:30,4,1,4,4,4,,,,,,,,,,,,,
102,am,2019-12-22 10:02,4,1,4,3,3,,,,,,,,,,,,,
102,am,2019-12-23 9:47,4,1,2,4,3,,,,,,,,,,,,,
102,am,2019-12-24 9:15,4,0,4,4,4,,,,,,,,,,,,,
102,pm,2019-12-09 23:15,,,,,,4,4,2,4,3,3,4,,,,,,
102,pm,2019-12-10 22:43,,,,,,4,4,2,4,3,3,4,,,,,,
102,pm,2019-12-11 23:17,,,,,,4,4,2,4,3,3,4,,,coffee,1,,
102,pm,2019-12-12 23:29,,,,,,4,4,2,4,2,3,4,,,coffee,1,,
102,pm,2019-12-13 23:07,,,,,,4,4,2,3,3,3,4,,,,,,
102,pm,2019-12-14 21:13,,,,,,4,4,1,4,3,3,4,,,coffee,1,,
102,pm,2019-12-15 22:16,,,,,,4,5,1,3,3,3,3,,,,,,
102,pm,2019-12-16 21:57,,,,,,4,4,2,4,3,3,4,,,coffee,1,,
102,pm,2019-12-17 23:58,,,,,,4,4,2,4,3,3,4,,,,,,
102,pm,2019-12-18 23:24,,,,,,4,4,2,4,3,3,4,,,coffee,1,,
102,pm,2019-12-20 23:52,,,,,,4,4,2,4,3,3,3,,,,,,
102,pm,2019-12-21 22:38,,,,,,4,4,2,4,3,3,3,,,coffee,1,,
102,pm,2019-12-22 22:33,,,,,,4,4,2,4,3,3,4,,,coffee,1,,
102,pm,2019-12-23 23:46,,,,,,4,4,2,4,3,3,4,,,,,,
109,am,2019-12-06 8:10,2,0,4,4,5,,,,,,,,,,,,,
109,am,2019-12-07 7:59,4,5,4,4,4,,,,,,,,,,,,,
109,am,2019-12-08 8:02,3,0,4,2,3,,,,,,,,,,,,,
109,am,2019-12-09 7:59,4,9,2,3,3,,,,,,,,,,,,,
109,am,2019-12-14 11:47,4,0,4,3,4,,,,,,,,,,,,,
109,am,2019-12-15 9:43,2,5,4,2,2,,,,,,,,,,,,,
109,am,2019-12-16 8:06,2,5,4,2,2,,,,,,,,,,,,,
109,am,2019-12-17 9:13,4,0,4,4,4,,,,,,,,,,,,,
109,am,2019-12-18 10:34,4,0,4,2,2,,,,,,,,,,,,,
109,am,2019-12-20 11:02,5,9,4,5,5,,,,,,,,,,,,,
109,am,2019-12-21 7:44,4,0,4,4,4,,,,,,,,,,,,,
109,am,2019-12-22 6:05,3,0,4,4,4,,,,,,,,,,,,,
109,pm,2019-12-06 22:11,,,,,,4,4,1,4,3,3,4,,,coffee,1,,
109,pm,2019-12-07 22:09,,,,,,3,2,1,4,2,3,4,tea,1,coffee,1,,
109,pm,2019-12-08 21:20,,,,,,3,2,2,4,3,2,4,,,,,,
109,pm,2019-12-14 23:49,,,,,,4,3,1,4,3,4,3,tea,1,coffee,1,,
109,pm,2019-12-15 22:53,,,,,,2,1,2,4,2,2,4,,,coffee,1,,
109,pm,2019-12-16 20:45,,,,,,2,2,2,4,2,3,4,,,,,,
109,pm,2019-12-17 21:23,,,,,,2,1,2,4,4,3,4,,,,,,
109,pm,2019-12-18 23:00,,,,,,2,1,1,4,4,3,4,,,,,,
109,pm,2019-12-19 23:22,,,,,,5,4,2,4,1,2,4,,,,,,
109,pm,2019-12-20 23:08,,,,,,4,4,2,4,3,2,4,,,,,,
109,pm,2019-12-21 23:48,,,,,,4,4,2,4,3,4,4,,,,,,
109,pm,2019-12-22 18:13,,,,,,4,4,2,3,1,1,4,,,,,,
107,am,2019-12-27 7:04,2,5,4,2,3,,,,,,,,,,,,,
107,am,2019-12-28 10:19,3,4,4,2,3,,,,,,,,,,,,,
107,am,2019-12-29 11:28,5,4,4,2,4,,,,,,,,,,,,,
107,am,2019-12-30 7:37,4,0,2,2,3,,,,,,,,,,,,,
107,am,2019-12-31 7:01,4,4,4,2,3,,,,,,,,,,,,,
107,am,2020-01-01 13:27,4,4,4,2,3,,,,,,,,,,,,,
107,am,2020-01-02 7:02,4,4,4,2,4,,,,,,,,,,,,,
107,am,2020-01-03 7:54,4,0,2,4,4,,,,,,,,,,,,,
107,am,2020-01-04 10:11,4,4,4,4,4,,,,,,,,,,,,,
107,am,2020-01-05 11:02,4,4,3,3,4,,,,,,,,,,,,,
107,am,2020-01-06 8:36,4,0,3,4,4,,,,,,,,,,,,,
107,am,2020-01-07 7:26,5,0,4,5,5,,,,,,,,,,,,,
107,am,2020-01-08 8:03,3,5,4,3,3,,,,,,,,,,,,,
107,am,2020-01-11 10:14,2,4,2,2,5,,,,,,,,,,,,,
107,am,2020-01-12 13:11,2,4,3,2,4,,,,,,,,,,,,,
107,am,2020-01-13 6:59,4,0,2,4,4,,,,,,,,,,,,,
107,am,2020-01-14 7:26,5,0,4,4,2,,,,,,,,,,,,,
107,am,2020-01-15 7:21,4,0,2,4,4,,,,,,,,,,,,,
107,am,2020-01-16 8:37,4,5,4,2,2,,,,,,,,,,,,,
107,am,2020-01-17 6:41,2,0,2,1,3,,,,,,,,,,,,,
107,pm,2019-12-27 23:30,,,,,,4,3,2,4,3,3,4,coffee,2,coffee,1,beer,1
107,pm,2019-12-28 22:45,,,,,,4,4,1,4,3,3,3,,,coffee,1,beer,1
107,pm,2019-12-29 22:43,,,,,,3,3,2,4,3,3,4,,,coffee,1,,
107,pm,2019-12-31 22:12,,,,,,4,4,2,4,3,3,4,,,tea,1,,
107,pm,2020-01-02 22:15,,,,,,5,4,2,3,2,3,4,coffee,2,,,,
107,pm,2020-01-03 23:37,,,,,,3,2,2,3,3,3,4,,,,,,
107,pm,2020-01-04 23:17,,,,,,5,4,2,4,3,3,3,,,coffee,1,beer,1
107,pm,2020-01-05 23:41,,,,,,4,4,2,3,3,3,3,,,coffee,2,,
107,pm,2020-01-06 22:50,,,,,,5,5,2,3,3,3,3,,,,,,
107,pm,2020-01-07 22:27,,,,,,4,4,2,3,3,3,4,coffee,1,coffee,1,,
107,pm,2020-01-08 22:26,,,,,,2,4,2,3,3,3,4,,,,,,
107,pm,2020-01-11 22:57,,,,,,4,4,2,2,2,2,2,,,,,,
107,pm,2020-01-13 0:00,,,,,,4,4,2,2,2,2,4,,,,,,
107,pm,2020-01-14 23:56,,,,,,4,4,2,3,3,3,3,coffee,2,coffee,1,,
107,pm,2020-01-15 22:14,,,,,,4,4,2,3,2,3,4,,,coffee,1,,
107,pm,2020-01-16 23:27,,,,,,4,4,2,3,3,3,3,,,coffee,1,,
118,am,2020-01-25 8:37,4,0,2,4,4,,,,,,,,,,,,,
118,am,2020-01-25 10:35,4,0,2,4,4,,,,,,,,,,,,,
118,am,2020-01-27 10:47,4,0,2,4,4,,,,,,,,,,,,,
118,am,2020-01-28 5:05,3,2,4,3,2,,,,,,,,,,,,,
118,am,2020-01-29 8:10,4,0,4,4,3,,,,,,,,,,,,,
118,am,2020-01-30 9:21,4,0,4,4,4,,,,,,,,,,,,,
118,am,2020-01-31 8:32,3,0,2,1,2,,,,,,,,,,,,,
118,am,2020-02-01 9:13,4,0,4,3,3,,,,,,,,,,,,,
118,am,2020-02-02 9:13,3,0,4,3,3,,,,,,,,,,,,,
118,am,2020-02-03 8:09,4,0,4,4,3,,,,,,,,,,,,,
118,am,2020-02-04 10:35,4,0,2,3,3,,,,,,,,,,,,,
118,am,2020-02-05 5:06,4,0,4,4,4,,,,,,,,,,,,,
118,am,2020-02-06 6:54,4,0,2,3,3,,,,,,,,,,,,,
118,am,2020-02-09 8:59,4,0,2,3,3,,,,,,,,,,,,,
118,am,2020-02-10 6:31,3,9,2,3,2,,,,,,,,,,,,,
118,am,2020-02-11 7:02,2,9,4,2,1,,,,,,,,,,,,,
118,am,2020-02-12 6:35,2,9,4,3,3,,,,,,,,,,,,,
118,am,2020-02-13 7:02,4,0,4,4,3,,,,,,,,,,,,,
118,am,2020-02-14 6:39,4,0,2,4,3,,,,,,,,,,,,,
118,am,2020-02-15 10:11,2,0,4,2,3,,,,,,,,,,,,,
118,am,2020-02-16 6:37,4,0,4,4,3,,,,,,,,,,,,,
118,pm,2020-01-25 19:11,,,,,,4,3,2,3,3,3,3,,,,,soju,1
118,pm,2020-01-27 21:51,,,,,,4,3,2,3,3,3,4,,,coffee,2,,
118,pm,2020-01-28 23:15,,,,,,4,2,2,3,3,3,4,,,coffee,1,beer,1
118,pm,2020-01-30 21:17,,,,,,4,1,1,3,3,3,3,coffee,3,,,,
118,pm,2020-01-31 23:30,,,,,,3,3,2,3,3,3,3,coffee,3,,,soju,1
118,pm,2020-02-01 23:06,,,,,,4,4,2,3,3,3,4,,,coffee,1,,
118,pm,2020-02-02 21:07,,,,,,4,4,2,3,3,3,3,coffee,1,coffee,1,,
118,pm,2020-02-03 18:47,,,,,,3,3,2,3,3,3,4,,,,,,
118,pm,2020-02-04 22:44,,,,,,3,1,1,3,3,3,4,,,coffee,1,,
118,pm,2020-02-06 23:56,,,,,,3,2,2,3,3,3,3,coffee,3,coffee,2,,
118,pm,2020-02-09 23:06,,,,,,3,1,2,3,3,3,4,,,coffee,1,beer,1
118,pm,2020-02-10 22:44,,,,,,2,1,2,3,3,3,4,,,coffee,1,beer,1
118,pm,2020-02-11 23:15,,,,,,4,3,2,3,3,3,4,,,,,,
118,pm,2020-02-12 23:26,,,,,,3,2,2,3,3,3,4,coffee,1,coffee,1,,
118,pm,2020-02-13 21:35,,,,,,3,3,2,3,3,3,4,,,coffee,1,,
118,pm,2020-02-14 22:05,,,,,,4,3,2,3,3,3,4,,,,,beer,2
118,pm,2020-02-15 21:02,,,,,,3,3,2,3,3,3,4,,,,,beer,1
118,pm,2020-02-16 21:45,,,,,,3,3,2,3,3,3,4,,,coffee,1,,
112,am,2019-12-10 8:56,3,0,4,2,2,,,,,,,,,,,,,
112,am,2019-12-12 8:49,4,2,4,4,4,,,,,,,,,,,,,
112,am,2019-12-13 8:58,2,2,4,1,1,,,,,,,,,,,,,
112,am,2019-12-14 12:05,3,0,4,4,4,,,,,,,,,,,,,
112,am,2019-12-15 12:36,3,0,4,3,4,,,,,,,,,,,,,
112,am,2019-12-16 8:46,3,0,4,2,2,,,,,,,,,,,,,
112,am,2019-12-17 8:50,1,2,2,2,2,,,,,,,,,,,,,
112,am,2019-12-18 8:30,4,0,4,2,3,,,,,,,,,,,,,
112,am,2019-12-19 8:53,2,2,4,2,2,,,,,,,,,,,,,
112,am,2019-12-20 11:13,4,2,4,4,4,,,,,,,,,,,,,
112,am,2019-12-21 13:56,2,0,4,1,1,,,,,,,,,,,,,
112,am,2019-12-22 13:18,4,0,2,4,4,,,,,,,,,,,,,
112,am,2019-12-23 12:43,3,0,4,4,4,,,,,,,,,,,,,
112,am,2019-12-24 13:10,4,0,4,4,4,,,,,,,,,,,,,
112,am,2019-12-25 14:07,4,0,4,4,4,,,,,,,,,,,,,
112,am,2019-12-26 10:48,3,2,2,3,4,,,,,,,,,,,,,
112,pm,2019-12-11 0:00,,,,,,3,2,2,4,2,3,3,,,,,,
112,pm,2019-12-12 23:39,,,,,,3,2,2,4,3,3,2,,,,,,
112,pm,2019-12-14 0:37,,,,,,4,3,2,4,2,3,4,,,,,,
112,pm,2019-12-15 0:59,,,,,,4,4,2,4,3,3,4,,,,,,
112,pm,2019-12-16 0:09,,,,,,3,3,2,4,2,3,4,,,,,,
112,pm,2019-12-17 0:19,,,,,,4,4,2,4,2,3,2,,,,,,
112,pm,2019-12-19 0:31,,,,,,2,2,2,4,2,2,4,,,,,,
112,pm,2019-12-20 23:28,,,,,,3,3,2,4,2,2,4,,,,,,
112,pm,2019-12-22 0:16,,,,,,2,4,2,4,1,2,4,,,,,,
112,pm,2019-12-23 22:52,,,,,,4,4,2,4,2,3,4,,,,,,
112,pm,2019-12-24 23:07,,,,,,4,4,2,4,1,3,2,,,,,,
112,pm,2019-12-25 23:22,,,,,,4,4,2,4,2,3,1,,,,,,
116,am,2020-01-22 10:41,4,0,4,4,4,,,,,,,,,,,,,
116,am,2020-01-23 6:45,4,0,4,4,4,,,,,,,,,,,,,
116,am,2020-01-24 10:28,4,0,4,4,5,,,,,,,,,,,,,
116,am,2020-01-25 8:03,5,0,4,4,5,,,,,,,,,,,,,
116,am,2020-01-26 9:38,4,0,2,4,5,,,,,,,,,,,,,
116,am,2020-01-27 8:53,5,0,4,5,5,,,,,,,,,,,,,
116,am,2020-01-28 8:35,5,0,4,4,4,,,,,,,,,,,,,
116,am,2020-01-29 10:38,4,0,4,4,4,,,,,,,,,,,,,
116,am,2020-01-30 10:32,3,2,2,4,4,,,,,,,,,,,,,
116,am,2020-01-31 10:34,4,0,2,4,4,,,,,,,,,,,,,
116,am,2020-02-01 11:04,4,0,2,4,4,,,,,,,,,,,,,
116,am,2020-02-02 8:31,2,3,1,3,3,,,,,,,,,,,,,
116,am,2020-02-03 7:33,4,3,2,4,4,,,,,,,,,,,,,
116,am,2020-02-04 7:34,4,0,4,4,4,,,,,,,,,,,,,
116,am,2020-02-05 9:33,4,0,1,4,4,,,,,,,,,,,,,
116,pm,2020-01-21 23:43,,,,,,4,5,2,3,2,3,4,,,,,,
116,pm,2020-01-22 23:30,,,,,,4,5,2,3,4,3,3,,,,,,
116,pm,2020-01-23 20:01,,,,,,5,5,2,3,3,3,3,,,,,,
116,pm,2020-01-24 23:43,,,,,,5,5,2,3,3,3,3,,,,,,
116,pm,2020-01-25 20:44,,,,,,5,5,1,3,3,3,3,,,,,,
116,pm,2020-01-26 22:41,,,,,,5,5,2,3,3,3,3,,,,,,
116,pm,2020-01-27 22:02,,,,,,5,5,2,3,3,3,3,,,,,,
116,pm,2020-01-28 23:14,,,,,,5,4,2,3,3,3,3,,,,,,
116,pm,2020-01-29 23:18,,,,,,4,4,2,3,3,3,3,,,,,,
116,pm,2020-01-30 23:44,,,,,,5,5,2,3,3,3,3,,,,,,
116,pm,2020-01-31 23:17,,,,,,5,5,2,3,3,3,4,,,,,,
116,pm,2020-02-01 23:43,,,,,,5,5,2,4,3,3,2,,,,,,
116,pm,2020-02-02 23:12,,,,,,5,4,2,3,3,3,4,,,,,,
116,pm,2020-02-03 22:20,,,,,,4,4,2,3,3,3,4,,,,,,
116,pm,2020-02-04 22:28,,,,,,4,4,2,4,3,2,4,,,,,,
17,am,2018-10-31 8:55,4,0,4,4,4,,,,,,,,,,,,,
17,am,2018-11-01 8:52,3,3,1,2,2,,,,,,,,,,,,,
17,am,2018-11-02 9:12,4,0,4,3,4,,,,,,,,,,,,,
17,am,2018-11-03 17:35,4,0,4,4,4,,,,,,,,,,,,,
17,am,2018-11-05 7:37,4,0,4,3,3,,,,,,,,,,,,,
17,am,2018-11-06 9:20,4,5,4,3,3,,,,,,,,,,,,,
17,am,2018-11-07 9:50,3,5,4,3,3,,,,,,,,,,,,,
17,am,2018-11-09 9:34,2,8,4,2,2,,,,,,,,,,,,,
17,am,2018-11-12 9:27,2,1,4,2,2,,,,,,,,,,,,,
17,am,2018-11-13 9:09,5,5,2,5,5,,,,,,,,,,,,,
17,pm,2018-10-31 20:02,,,,,,3,3,2,4,2,3,4,,,,,,
17,pm,2018-11-01 20:03,,,,,,3,4,2,4,3,3,4,,,,,,
17,pm,2018-11-03 22:06,,,,,,4,3,2,4,3,3,4,,,,,,
17,pm,2018-11-05 19:41,,,,,,4,4,2,4,3,3,4,,,,,,
17,pm,2018-11-06 21:30,,,,,,3,3,2,4,3,3,4,,,,,wine,1
17,pm,2018-11-07 20:39,,,,,,4,3,2,4,3,3,4,,,,,,
17,pm,2018-11-13 20:53,,,,,,4,4,2,4,3,4,,,,,,,
24,am,2018-11-15 9:50,2,0,4,2,3,,,,,,,,,,,,,
24,am,2018-11-16 8:52,2,9,4,2,3,,,,,,,,,,,,,
24,am,2018-11-17 20:06,4,0,2,4,4,,,,,,,,,,,,,
24,am,2018-11-18 15:23,5,0,2,5,5,,,,,,,,,,,,,
24,am,2018-11-19 12:21,1,1,2,2,2,,,,,,,,,,,,,
24,am,2018-11-20 8:46,3,0,4,3,3,,,,,,,,,,,,,
24,am,2018-11-21 9:56,3,5,4,4,3,,,,,,,,,,,,,
24,am,2018-11-22 8:51,3,5,4,3,4,,,,,,,,,,,,,
24,am,2018-11-23 9:16,4,5,3,4,4,,,,,,,,,,,,,
24,am,2018-11-24 12:44,4,0,4,4,4,,,,,,,,,,,,,
24,am,2018-11-25 13:48,4,1,4,4,3,,,,,,,,,,,,,
24,am,2018-11-26 8:49,4,0,4,3,3,,,,,,,,,,,,,
24,am,2018-11-27 11:23,3,0,4,2,1,,,,,,,,,,,,,
24,am,2018-11-28 8:48,3,1,4,3,3,,,,,,,,,,,,,
24,pm,2018-11-17 23:23,,,,,,4,5,2,4,4,2,4,,,,,,
24,pm,2018-11-18 23:49,,,,,,4,3,2,4,2,3,4,,,,,,
24,pm,2018-11-19 23:11,,,,,,4,4,2,4,1,2,2,tea,3,,,,
24,pm,2018-11-20 23:15,,,,,,3,3,,4,3,2,4,tea,3,tea,2,,
24,pm,2018-11-21 23:13,,,,,,3,1,2,4,3,2,4,,,coffee,1,,
24,pm,2018-11-22 23:20,,,,,,4,4,,4,3,3,4,tea,2,tea,2,,
24,pm,2018-11-23 22:48,,,,,,5,4,2,4,2,1,4,tea,3,tea,3,,
24,pm,2018-11-24 23:55,,,,,,3,3,,4,4,4,3,,,,,,
24,pm,2018-11-25 23:57,,,,,,4,4,2,4,2,3,4,,,,,,
24,pm,2018-11-26 22:46,,,,,,4,4,2,4,3,2,4,tea,3,coffee,1,,
24,pm,2018-11-27 23:41,,,,,,4,5,2,4,1,2,3,coffee,1,,,soju,2
24,pm,2018-11-28 22:04,,,,,,4,4,,4,3,1,4,tea,2,tea,1,,
4,am,2018-10-30 16:54,1,3,2,4,1,,,,,,,,,,,,,
4,am,2018-10-31 10:15,1,7,1,1,1,,,,,,,,,,,,,
4,am,2018-11-01 8:02,1,7,1,1,1,,,,,,,,,,,,,
4,am,2018-11-02 7:33,1,7,1,1,1,,,,,,,,,,,,,
4,am,2018-11-03 11:16,2,2,1,1,1,,,,,,,,,,,,,
4,am,2018-11-05 7:29,2,2,1,1,1,,,,,,,,,,,,,
4,am,2018-11-06 7:36,2,4,1,1,2,,,,,,,,,,,,,
4,am,2018-11-07 8:45,2,4,1,1,1,,,,,,,,,,,,,
4,am,2018-11-08 8:01,2,4,4,2,2,,,,,,,,,,,,,
4,am,2018-11-09 7:48,2,4,4,1,2,,,,,,,,,,,,,
4,am,2018-11-10 11:45,3,4,4,2,2,,,,,,,,,,,,,
4,am,2018-11-11 11:03,2,4,4,2,3,,,,,,,,,,,,,
4,am,2018-11-12 9:56,2,4,4,2,3,,,,,,,,,,,,,
4,am,2018-11-13 10:34,2,4,4,1,2,,,,,,,,,,,,,
4,pm,2018-10-30 16:55,,,,,,1,2,2,3,3,3,3,,,,,,
4,pm,2018-10-31 22:12,,,,,,1,1,2,4,4,1,4,coffee,1,,,,
4,pm,2018-11-01 19:33,,,,,,1,1,2,4,4,3,4,coffee,2,,,,
4,pm,2018-11-02 20:28,,,,,,3,1,2,4,2,3,4,coffee,1,caffeinated drink,1,,
4,pm,2018-11-03 23:05,,,,,,3,1,1,2,3,2,3,coffee,2,coffee,1,soju,1
4,pm,2018-11-04 20:48,,,,,,1,1,1,4,4,3,3,coffee,2,coffee,1,,
4,pm,2018-11-05 19:31,,,,,,1,1,2,4,2,2,4,coffee,1,coffee,1,,
4,pm,2018-11-06 18:35,,,,,,2,1,2,3,1,1,4,coffee,1,coffee,1,,
4,pm,2018-11-07 19:28,,,,,,3,1,2,3,2,3,4,,,,,,
4,pm,2018-11-08 19:26,,,,,,3,2,2,4,2,1,4,,,coffee,1,,
4,pm,2018-11-09 20:31,,,,,,3,2,2,2,1,3,3,coffee,1,coffee,1,soju,1
4,pm,2018-11-10 21:18,,,,,,3,2,1,2,2,1,1,coffee,1,,,,
4,pm,2018-11-11 20:57,,,,,,2,1,1,3,4,3,1,coffee,1,,,,
4,pm,2018-11-12 20:45,,,,,,2,1,2,3,4,1,4,coffee,1,coffee,1,,
4,pm,2018-11-13 19:28,,,,,,2,2,2,3,2,2,4,,,coffee,1,,
25,am,2018-11-15 10:51,3,2,4,3,2,,,,,,,,,,,,,
25,am,2018-11-16 8:08,3,0,4,2,2,,,,,,,,,,,,,
25,am,2018-11-17 10:26,3,0,4,1,1,,,,,,,,,,,,,
25,am,2018-11-18 10:07,3,0,4,2,2,,,,,,,,,,,,,
25,am,2018-11-19 9:14,3,0,4,2,2,,,,,,,,,,,,,
25,am,2018-11-20 8:19,3,0,4,2,2,,,,,,,,,,,,,
